# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: lonelyfloater
# Property: Lonely Floater - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20160101
# End date: 20250825
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/collections/lunar-return/products/earth-unisex-hoodie,1,1,1,50,3,0,0
/collections/lunar-return/products/fly-at-your-own-alt-long-tee,1,1,1,20,3,0,0
/collections/lunar-return/products/fs-crop-sweatshirt,1,1,1,36,4,0,0
/collections/lunar-return/products/king-of-the-autumn-unisex-premium-sweatshirt,1,1,1,14,3,0,0
/collections/lunar-return/products/lf-embroidered-champion-backpack,1,1,1,13,4,0,0
/collections/lunar-return/products/lonely-floater-sticker-pack-vol-1-sticker-sheet,1,1,1,40,4,0,0
/collections/lunar-return/products/unisex-track-pants,1,1,1,0,2,0,0
/collections/lunar-return/products/wylde-wolf-unisex-fleece-zip-up-hoodie,1,1,1,2,3,0,0
/collections/mens/products/float-hoodie,1,1,1,12,3,1,0
/collections/mens/products/lonely-floater-sponsorship-t,1,1,1,10,3,0,0
/collections/mens/products/mens-t-shirt,1,1,1,4,3,0,0
/collections/pre-flight/products/lone-sailor-tee,1,1,1,16,4,0,0
/collections/shirts/products/for-tee,1,1,1,22,3,0,0
/collections/shop-all/products/astro-tee,1,1,1,9,3,0,0
/collections/shop-all/products/big-homie-lo-snapback,1,1,1,0,2,0,0
/collections/shop-all/products/black-fish-scale-wallet,1,1,1,9,3,0,0
/collections/shop-all/products/camo-bolo-mens-t-shirt,1,1,1,0,4,1,0
/collections/shop-all/products/fire-red-laptop-sleeve,1,1,1,0,3,0,0
/collections/shop-all/products/floater-park-short-sleeve-unisex-t-shirt,1,1,1,1,3,0,0
/collections/shop-all/products/fs-vq-packable-jacket,1,1,1,32,3,0,0
/collections/shop-all/products/galaxy-2,1,1,1,9,4,0,0
/collections/shop-all/products/grey-on-black-fish-scale-wallet,1,1,1,0,4,1,0
/collections/shop-all/products/orange-lts-mens-athletic-long-shorts,1,1,1,0,4,1,0
/collections/shop-all/products/yute-athletic-short-shorts,1,1,1,12,3,0,0
/collections/shop-all/products/yute-backpack,1,1,1,52,4,0,0
/collections/solarflare/products/bag-tag,1,1,1,17,4,0,0
/collections/sweaters-hoodies/products/ellis-laced-hoodie,1,1,1,10,3,0,0
/collections/sweaters-hoodies/products/lfx-ras-dye-unisex-hoodie,1,1,1,56,3,0,0
/collections/sweaters-hoodies/products/vision-quest-threaded-unisex-hoodie,1,1,1,0,2,0,0
/collections/team-iwuji-x-lonely-floater,1,1,1,6,4,0,0
/collections/team-iwuji-x-lonely-floater/products/jesse-performance-polo,1,1,1,8,4,0,0
/collections/the-aveek-collection/products/aveek-avm-bucket-hat,1,1,1,4,4,0,0
/collections/the-aveek-collection/products/aveek-avm-under-armour-backpack-1,1,1,1,17,4,0,0
/collections/the-aveek-collection/products/aveek-toxic-by-nature-unisex-hoodie,1,1,1,9,3,0,0
/collections/the-aveek-collection/products/dad-hat-2,1,1,1,16,3,0,0
/collections/tops/products/ny-reppin-long-sleeve-tee,1,1,1,3,6,1,0
/collections/tops/products/skeye,1,1,1,7,6,1,0
/collections/tops/products/strange-vibez-long-sleeve-t-shirt,1,1,1,5,6,1,0
/collections/travelbugs,1,1,1,104,5,1,0
/collections/travis-micheal-x-lonely-floater-family-business/products/lonely-floater-x-travis-michael-socks,1,1,1,21,3,0,0
/collections/trials/products/big-homie-lo-snapback,1,1,1,0,2,0,0
/collections/trials/products/brown-scale-face-mask,1,1,1,18,3,0,0
/collections/trials/products/cuffed-beanie-1,1,1,1,0,2,0,0
/collections/trials/products/flight-grey,1,1,1,3,3,0,0
/collections/trials/products/floater-jogtop-unisex-hoodie,1,1,1,3,3,0,0
/collections/trials/products/floater-unisex-joggers,1,1,1,6,3,0,0
/collections/trials/products/forgotten-secret-face-mask,1,1,1,26,3,0,0
/collections/trials/products/galaxy,1,1,1,26,3,0,0
/collections/trials/products/gray-duffy,1,1,1,0,5,1,0
/collections/trials/products/grey-on-black-fish-scale-wallet,1,1,1,11,3,0,0
/collections/trials/products/island-floater-dad-hat,1,1,1,5,3,0,0
/collections/trials/products/lfx-bleu-unisex-hoodie,1,1,1,16,3,0,0
/collections/trials/products/lfx-sink-or-swim-unisex-sweatshirt,1,1,1,13,3,0,0
/collections/trials/products/lmmt-2-0-crewneck-sweatshirt,1,1,1,10,3,0,0
/collections/trials/products/mens-t-shirt,1,1,1,28,5,1,0
/collections/trials/products/mens-varsity-jacket,1,1,1,14,3,0,0
/collections/trials/products/skeye,1,1,1,0,4,1,0
/collections/trials/products/tropicamo-floater-unisex-hoodie,1,1,1,7,4,0,0
/collections/trials/products/tropicamo-mens-athletic-long-shorts,1,1,1,8,3,0,0
/collections/trials/products/vanta-fs-3-0-dad-hat,1,1,1,21,3,0,0
/collections/trials/products/vanta-fs-dad-hat,1,1,1,7,3,0,0
/collections/trials/products/womens-tropicamo-crop-hoodie,1,1,1,14,4,0,0
/collections/trials/products/yute-backpack,1,1,1,10,3,0,0
/collections/urban-dreamer/slime,1,1,1,0,5,1,0
/javascript;,1,1,1,10,3,0,0
/pages/contact,1,1,1,0,1,0,0
/pages/javascript;,1,1,1,20,3,0,0
/policies/contact-information,1,1,1,0,4,0,0
/products,1,1,1,38,3,0,0
/products/2k19-sponge-fleece-jogger-sweatpants,1,1,1,5,2,0,0
/products/all-evil-tee,1,1,1,0,4,0,0
/products/all-love-social-club-dad-hat,1,1,1,17,4,0,0
/products/allevil-short-sleeve-unisex-t-shirt,1,1,1,0,4,0,0
/products/ansel-crest,1,1,1,2,5,0,0
/products/at-your-own-wavelength-short-sleeve-unisex-t-shirt,1,1,1,16,4,0,0
/products/at-your-wavelength-kids-hoodie,1,1,1,6,4,0,0
/products/aveek-toxic-by-nature-distressed-denim-bucket-hat,1,1,1,16,3,0,0
/products/bag-tag,1,1,1,82,5,0,0
/products/big-homie-lo-snapback,1,2,0.5,1,5,0,0
/products/black-fs,1,1,1,43,6,0,0
/products/black-rent-money-face-mask,1,1,1,0,3,0,0
/products/blue-camo-floater-bubble-free-stickers,1,1,1,18,5,0,0
/products/bolo-youth-short-sleeve-t-shirt,1,2,0.5,9,7,0,0
/products/bread-winner-tee,1,1,1,5,4,0,0
/products/brito-cap,1,1,1,13,5,0,0
/products/camo-floater-raglan-tee,1,1,1,5,4,0,0
/products/champion-x-lonely-floater-hoodie,1,1,1,3,4,0,0
/products/cheese-pom-pom-beanie,1,1,1,0,4,0,0
/products/coast-2-coast-trucker,1,1,1,4,5,0,0
/products/conquest-unisex-long-sleeve-tee,1,1,1,7,4,0,0
/products/copy-of-fs-gen2-blk-1,1,1,1,0,4,0,0
/products/copy-of-fs-gen2-dnm,1,1,1,15,3,0,0
/products/diversity-hires-black-and-white-glossy-mug,1,1,1,6,4,0,0
/products/earth-socks,1,1,1,5,4,0,0
/products/eyes-of-jupiter,1,1,1,4,4,0,0
/products/fire-red-backpack,1,1,1,86,4,0,0
/products/fire-red-t-shirt,1,1,1,0,4,0,0
/products/fishscale-floata-introvert-leggings,1,1,1,0,4,0,0
/products/float-dad-hat,1,1,1,2,5,0,0
/products/float-unisex-t-shirt,1,1,1,14,5,0,0
/products/floater-crop-top,1,1,1,0,3,0,0
/products/floater-jogtop-unisex-hoodie,1,1,1,17,4,0,0
/products/floater-unisex-joggers,1,1,1,82,2,0,0
/products/floater-visor,1,1,1,15,4,0,0
/products/for-tee,1,1,1,3,5,0,0
/products/forgotten-secret-embroidered-champion-backpack,1,1,1,23,2,0,0
/products/forgotten-vision-bucket,1,1,1,21,5,0,0
/products/fs-gen2-blk,1,1,1,0,3,0,0
/products/fs-laced-hoodie,1,1,1,3,2,0,0
/products/fs23-dad-hat,1,1,1,3,5,0,0
/products/fs23-ribbed-knit-beanie,1,1,1,0,4,0,0
/products/island-floater-dad-hat,1,1,1,0,3,0,0
/products/k2-cap,1,1,1,18,5,0,0
/products/king-of-the-autumn-short-sleeve-t-shirt,1,1,1,0,3,0,0
/products/las-manos-1,1,1,1,5,4,0,0
/products/lf-fishscale-tag-backpack,1,1,1,0,4,0,0
/products/lfx-polo-shirt,1,1,1,0,4,0,0
/products/lfxnyc-corduroy-hat,1,1,1,0,6,0,0
/products/lfxnyc-crop-sweatshirt,1,2,0.5,13.5,6,0,0
/products/limited-edition-astro-tee,1,1,1,0,4,0,0
/products/lonely-bomber-jacket,1,1,1,5,5,0,0
/products/lonely-floater-fs-lunar-return-cuffed-beanie,1,1,1,0,3,0,0
/products/lonely-floater-sponsorship-t,1,1,1,14,5,0,0
/products/lonely-floater-x-champion-fanny-pack,1,1,1,10,6,0,0
/products/lonely-floater-x-travis-michael-duffle-bag,1,1,1,0,1,0,0
/products/lonely-visor,1,2,0.5,3,4,0,0
/products/long-sleeve-t-shirt,1,1,1,0,4,0,0
/products/lts-iphone-case,1,1,1,0,4,0,0
/products/lts-mens-athletic-long-shorts,1,1,1,13,5,0,0
/products/lts-minimalist-backpack,1,1,1,7,5,0,0
/products/lts-yoga-shorts,1,1,1,2,5,0,0
/products/marb-fish-scale-apple-watch-band,1,1,1,10,5,0,0
/products/mens-t-shirt,1,1,1,11,4,0,0
/products/mkga-snap-back,1,1,1,0,4,0,0
/products/nope-bean-bag-chair-w-filling,1,1,1,5,5,0,0
/products/nope-mug,1,1,1,0,3,0,0
/products/ny-reppin-long-sleeve-tee,1,1,1,62,3,0,0
/products/og-orange-snapback-hat,1,1,1,10,5,0,0
/products/old-schoo,1,1,1,0,3,0,0
/products/orange-lts-mens-athletic-long-shorts,1,1,1,12,5,0,0
/products/promo-lolo-flolo-five-panel-cap,1,1,1,10,5,0,0
/products/red-and-camo-floater-bubble-free-sticker,1,1,1,1,5,0,0
/products/sdubd-unisex-champion-tie-dye-hoodie,1,1,1,0,1,0,0
/products/short-sleeve-bodysuit-1,1,1,1,5,5,0,0
/products/splash-summer-festival-floater-fanny-pack,1,1,1,0,3,0,0
/products/strange-times-unisex-hoodie,1,1,1,13,5,0,0
/products/sunset-one-4-piece-canvas-wall-art-for-living-room-framed-ready-to-hang-4x12x32,1,1,1,9,5,0,0
/products/thunda-snapback-hat,1,1,1,6,5,0,0
/products/travel-bug-five-panel-cap,1,1,1,4,2,0,0
/products/travel-bugs-unisex-hoodie,1,1,1,6,2,0,0
/products/travis-michael-x-lonely-floater-family-business-mens-athletic-long-shorts,1,1,1,0,3,0,0
/products/tropicamo-bikini,1,1,1,7,5,0,0
/products/vanta-fs-dad-hat,1,1,1,0,4,0,0
/products/verado-quote-dad-hat,1,1,1,0,6,0,0
/products/verado-unisex-hoodie-collection-top,1,1,1,8,5,0,0
/products/verado-unisex-long-sleeve-tee,1,1,1,1,3,0,0
/products/vision-quest-dad-hat-out-for-the-season,1,1,1,0,3,0,0
/products/vision-quest-mens-champion-t-shirt,1,1,1,0,4,0,0
/products/vision-quest-white-seam-gris-beanie-out-for-the-season,1,1,1,2,4,0,0
/products/vq-bucket-hat,1,1,1,8,4,0,0
/products/wavy-baby-short-sleeve-unisex-t-shirt,1,1,1,0,4,0,0
/products/white-fishscale-floata-introvert-duffy,1,1,1,9,2,0,0
/products/womens-raglan-anchor-tee,1,1,1,4,5,0,0
/products/world-peace-ltd-long-sleeve-t-shirt,1,1,1,0,4,0,0
/products/world-peace-unisex-hoodie,1,1,1,5,5,0,0
/products/wylde-wolf-unisex-fleece-zip-up-hoodie,1,1,1,0,3,0,0
/products/yute-bikini,1,1,1,11,5,0,0
(not set),0,796,0,0,845,845,0
/collections/sdubd/products/sdubd-bucket-hat,0,1,0,9,1,0,0
/collections/shirts/products/floater-fitness-unisex-tri-blend-track-shirt,0,1,0,13,1,0,0
/collections/shop-all/products/cheese-organic-ribbed-beanie,0,1,0,11,1,0,0
/collections/womens/products/vision-quest-hoodie,0,2,0,14,2,0,0
/collections/womens/products/womens-tropicamo-crop-hoodie,0,1,0,10,1,0,0
/pages/danny,0,1,0,7,1,0,0
/pages/eventform,0,1,0,1,1,0,0
/pages/floatermag,0,1,0,10,1,0,0
/pages/sp,0,1,0,2,1,0,0
/products/copy-of-infant-fine-jersey-bodysuit,0,1,0,1,1,0,0
/products/kid-robot-infant-fine-jersey-bodysuit,0,1,0,4,1,0,0
/products/lfxnyc-women-s-crop-tee,0,1,0,3,1,0,0
/products/lonely-floater-apple-watch-band,0,1,0,2,1,0,0
/products/lonely-floater-large-tote-bag,0,1,0,11,1,0,0
/products/ph-balance-long-sleeve-shirt,0,1,0,9,1,0,0
/products/pink-moon-drawstring-bag,0,1,0,7,1,0,0
/products/slime-short-sleeve-unisex-t-shirt,0,1,0,11,1,0,0
/products/strange-vibez-ltd-short-sleeve-unisex-t-shirt,0,1,0,26,1,0,0
/products/wht-lmnt-3-0,0,1,0,12,1,0,0
/www.facebook.com/sharer.php,0,1,0,6,1,0,0
